ImagePath,Layer_1_True,Layer_1_ans,Layer_2_True,Layer_2_ans,Layer_3_True,Layer_3_ans,sub_class,subtwo_class,super_class
FIBER@OP@CF@Cell_20220608_B4ZG4CK-1-2.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'NP', 'UP']","['FIBER', 'ITO-RESIDUE-T', 'GLASS BROKEN', 'PV-HOLE-T', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20220514_B38G5TL-1-2.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'INT', 'UP']","['CF REPAIR FAIL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'LIGHT METAL', 'PV-HOLE-T']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_20220618_B53H1AL-1-1.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'CF DEFECT', 'ESD', 'LIGHT METAL', 'FIBER']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220519_GV2B1388U0CB-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'CF DEFECT', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR', 'FIBER']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220610_B55N0CS-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'FIBER', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220927_B85V7BM-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'INT', 'OP', 'NP']","['PI SPOT-WITH PAR', 'POLYMER', 'AS-RESIDUE-E', 'LIGHT METAL', 'GLASS BROKEN']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220805_B65L5XB-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'OP', 'UP', 'INT']","['PV-HOLE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR', 'POLYMER', 'M1-ABNORMAL']","['TFT', 'CF']"
FIBER@OP@CF@Cell_20221103_B94W9LF-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'UP', 'NP']","['FIBER', 'ESD', 'ITO-RESIDUE-T', 'GLASS BROKEN', 'AS-RESIDUE-E']","['CF', 'TFT']"
CF PS DEFORMATION@NP@CF@CF_20220710_B54N8HF-1-1.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'INT', 'UP', 'OP']","['CF PS DEFORMATION', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'LIGHT METAL']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20220504_B4SY4BE-1-2.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'UP', 'INT']","['CF REPAIR FAIL', 'M1-ABNORMAL', 'CF PS DEFORMATION', 'POLYMER', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20221009_B90K9YH-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'UP', 'INT']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'CF DEFECT']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_20220827_B65R8GQ-1-1.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'OP', 'INT', 'UP']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20220518_GV1BCPR9Z0FC-1-2.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'OP', 'UP']","['GLASS BROKEN', 'FIBER', 'PV-HOLE-T', 'CF REPAIR FAIL', 'AS-RESIDUE-E']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_20220623_B4R56TL-1-2.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'FIBER', 'GLASS BROKEN', 'CF REPAIR FAIL', 'ESD']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_20220524_B51J7QQ-1-4.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'OP', 'UP', 'INT']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'POLYMER', 'CF DEFECT', 'CF REPAIR FAIL']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20220820_B77Q53B-2-4.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'ESD', 'PI SPOT-WITH PAR', 'GLASS CULLET', 'CF DEFECT']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_20220916_B84Q4TP-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'INT', 'NP']","['FIBER', 'GLASS BROKEN', 'CF PS DEFORMATION', 'M1-ABNORMAL', 'ESD']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20220830_B84F2LS-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'UP', 'INT']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'FIBER', 'LIGHT METAL', 'ITO-RESIDUE-T']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220524_B4XT2BC-1-2.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'NP', 'INT']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PV-HOLE-T', 'GLASS BROKEN']","['TFT', 'CF']"
LIGHT METAL@UP@CF@Cell_20220906_B82C0TJ-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'PI SPOT-WITH PAR', 'FIBER', 'PV-HOLE-T', 'POLYMER']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_20220801_B63S1UZ-1-4.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'OP', 'INT', 'UP']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_20220620_B54N7UR-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'INT', 'OP', 'UP']","['CF PS DEFORMATION', 'PV-HOLE-T', 'AS-RESIDUE-E', 'CF DEFECT', 'ESD']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_20221018_BAML4DS-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'NP', 'INT']","['PI SPOT-WITH PAR', 'CF PS DEFORMATION', 'FIBER', 'CF REPAIR FAIL', 'GLASS CULLET']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20220716_H6CZ3GG-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'OP', 'UP']","['GLASS BROKEN', 'ESD', 'CF DEFECT', 'CF REPAIR FAIL', 'ITO-RESIDUE-T']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_20221012_B9714FR-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'INT', 'NP']","['FIBER', 'POLYMER', 'CF PS DEFORMATION', 'ITO-RESIDUE-T', 'ESD']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220822_B53Q2GJ-1-2.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF REPAIR FAIL', 'FIBER']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20221020_B4Y08YH-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'FIBER', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR', 'CF DEFECT']","['TFT', 'CF']"
ESD@INT@TFT@Cell_20221103_B35D4ZK-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'UP', 'NP', 'OP']","['ESD', 'CF DEFECT', 'POLYMER', 'LIGHT METAL', 'CF PS DEFORMATION']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220508_B4YV0PN-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'GLASS CULLET', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'CF PS DEFORMATION']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_20220519_B4ZN6JF-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'INT', 'NP']","['FIBER', 'CF PS DEFORMATION', 'ESD', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_20220517_B51F94N-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'GLASS CULLET', 'FIBER', 'POLYMER', 'M1-ABNORMAL']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_20221009_B95Y8XC-1-3.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'UP', 'INT', 'OP']","['AS-RESIDUE-E', 'CF DEFECT', 'FIBER', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
POLYMER@UP@TFT@Cell_20220926_B85D3PE-1-3.jpg,TFT,TFT,UP,UP,POLYMER,POLYMER,"['UP', 'NP', 'OP', 'INT']","['POLYMER', 'LIGHT METAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20221019_B4YH6JA-1-4.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'UP', 'INT', 'OP']","['CF REPAIR FAIL', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'ESD', 'AS-RESIDUE-E']","['CF', 'TFT']"
ITO-RESIDUE-T@NP@TFT@Array_20220712_B64Y6MS-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'INT', 'UP', 'OP']","['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'FIBER', 'CF REPAIR FAIL']","['TFT', 'CF']"
GLASS CULLET@OP@CF@Cell_20220602_H4KN5JB-1-3.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'NP', 'UP', 'INT']","['GLASS CULLET', 'CF DEFECT', 'FIBER', 'CF PS DEFORMATION', 'PV-HOLE-T']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220803_B4QT9GK-1-2.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'GLASS CULLET', 'AS-RESIDUE-E', 'GLASS BROKEN', 'ITO-RESIDUE-T']","['TFT', 'CF']"
GLASS CULLET@OP@CF@Cell_20220520_B52Y6HE-1-1.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'NP', 'INT', 'UP']","['GLASS CULLET', 'CF PS DEFORMATION', 'CF DEFECT', 'FIBER', 'PV-HOLE-T']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_20220805_B4Y10HF-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'CF REPAIR FAIL', 'LIGHT METAL', 'ESD', 'ITO-RESIDUE-T']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220926_B84Z84K-1-2.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'INT', 'OP', 'NP']","['PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'POLYMER', 'ITO-RESIDUE-T']","['TFT', 'CF']"
FIBER@OP@CF@Cell_20220725_B7304XE-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'NP', 'INT', 'UP']","['FIBER', 'CF DEFECT', 'CF PS DEFORMATION', 'ESD', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
POLYMER@OP@TFT@Cell_20221013_B97A4YB-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'PV-HOLE-T', 'ESD', 'CF PS DEFORMATION', 'CF DEFECT']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_20220503_B3B01SR-1-2.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'UP', 'OP', 'INT']","['CF PS DEFORMATION', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'FIBER']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_20220606_B4X46UH-1-1.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'UP', 'INT', 'OP']","['AS-RESIDUE-E', 'CF DEFECT', 'LIGHT METAL', 'FIBER', 'GLASS CULLET']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_20221028_BAR28GB-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'UP', 'INT', 'OP']","['CF DEFECT', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR', 'FIBER', 'LIGHT METAL']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@CF@Cell_20220523_B52E2VG-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'INT', 'OP']","['PI SPOT-WITH PAR', 'M1-ABNORMAL', 'LIGHT METAL', 'PV-HOLE-T', 'GLASS CULLET']","['CF', 'TFT']"
FIBER@OP@CF@Cell_20220521_B50F5LH-1-4.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'NP', 'UP']","['FIBER', 'LIGHT METAL', 'PV-HOLE-T', 'CF PS DEFORMATION', 'ITO-RESIDUE-T']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_20220813_B75G2DM-1-2.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'OP', 'NP']","['GLASS BROKEN', 'LIGHT METAL', 'ESD', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220710_B4Q20PE-1-2.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'FIBER', 'AS-RESIDUE-E', 'ESD']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20221005_B96S3FE-1-1.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'LIGHT METAL', 'ESD', 'POLYMER', 'CF REPAIR FAIL']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20220616_B52T5BP-1-4.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'UP', 'NP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'PV-HOLE-T', 'CF PS DEFORMATION']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20221006_B9033GE-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'LIGHT METAL']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_20220512_B1337GR-1-2.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'UP', 'INT', 'OP']","['AS-RESIDUE-E', 'M1-ABNORMAL', 'POLYMER', 'PI SPOT-WITH PAR', 'CF DEFECT']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220503_B25F13N-1-2.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'FIBER', 'POLYMER', 'CF PS DEFORMATION', 'LIGHT METAL']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20220516_B3518NF-1-2.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'INT', 'UP']","['POLYMER', 'CF PS DEFORMATION', 'CF DEFECT', 'FIBER', 'CF REPAIR FAIL']","['CF', 'TFT']"
FIBER@OP@CF@Cell_20220915_B9127BR-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'UP', 'NP', 'INT']","['FIBER', 'POLYMER', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'CF PS DEFORMATION']","['CF', 'TFT']"
FIBER@OP@CF@Cell_20220721_B72Z9DE-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'NP', 'INT', 'UP']","['FIBER', 'LIGHT METAL', 'CF PS DEFORMATION', 'ESD', 'CF REPAIR FAIL']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_20220530_B32M6CB-1-4.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'INT', 'NP']","['FIBER', 'LIGHT METAL', 'ITO-RESIDUE-T', 'GLASS BROKEN', 'CF PS DEFORMATION']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220807_B65A8WN-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'FIBER', 'PI SPOT-WITH PAR', 'LIGHT METAL', 'CF DEFECT']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_20220907_B71K8FY-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'INT', 'OP', 'NP']","['FIBER', 'ESD', 'CF PS DEFORMATION', 'M1-ABNORMAL', 'GLASS BROKEN']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20220521_B51J4HA-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'UP', 'INT']","['CF REPAIR FAIL', 'ITO-RESIDUE-T', 'POLYMER', 'AS-RESIDUE-E', 'FIBER']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20220718_B56G83E-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'INT', 'UP', 'OP']","['CF REPAIR FAIL', 'GLASS CULLET', 'PV-HOLE-T', 'ESD', 'ITO-RESIDUE-T']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_20220522_B4RJ6CS-1-1.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'OP', 'INT', 'UP']","['M1-ABNORMAL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'AS-RESIDUE-E']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220507_B3AK3GP-1-1.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'OP', 'UP', 'INT']","['PV-HOLE-T', 'FIBER', 'CF PS DEFORMATION', 'ESD', 'CF DEFECT']","['TFT', 'CF']"
LIGHT METAL@UP@CF@Cell_20220921_9H2B774610DD-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'INT', 'NP', 'OP']","['LIGHT METAL', 'PI SPOT-WITH PAR', 'FIBER', 'ITO-RESIDUE-T', 'PV-HOLE-T']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_20221006_B96E2YE-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'INT', 'UP', 'OP']","['CF DEFECT', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'FIBER', 'ESD']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20220915_B84D9ED-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'UP', 'INT']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'PV-HOLE-T', 'POLYMER', 'ITO-RESIDUE-T']","['CF', 'TFT']"
LIGHT METAL@UP@CF@Cell_20220831_B56M9FD-1-1.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'CF DEFECT', 'PV-HOLE-T', 'FIBER', 'M1-ABNORMAL']","['CF', 'TFT']"
ITO-RESIDUE-T@NP@TFT@Array_20220926_B84Z5TR-1-1.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'INT', 'OP', 'UP']","['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PV-HOLE-T', 'M1-ABNORMAL', 'CF PS DEFORMATION']","['TFT', 'CF']"
POLYMER@UP@TFT@Cell_20220824_B7762BC-1-3.jpg,TFT,TFT,UP,UP,POLYMER,POLYMER,"['UP', 'NP', 'INT', 'OP']","['POLYMER', 'ESD', 'CF DEFECT', 'LIGHT METAL', 'CF REPAIR FAIL']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_20220517_B51Q6FK-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'GLASS CULLET', 'POLYMER', 'GLASS BROKEN', 'FIBER']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_20220727_842B7124F0CJ-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'UP', 'INT', 'OP']","['CF DEFECT', 'CF REPAIR FAIL', 'PV-HOLE-T', 'GLASS CULLET', 'LIGHT METAL']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_20220905_B73T6AH-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'INT', 'OP', 'NP']","['FIBER', 'PI SPOT-WITH PAR', 'LIGHT METAL', 'ESD', 'CF PS DEFORMATION']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_20220912_B84D3AB-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'UP', 'INT', 'OP']","['CF DEFECT', 'LIGHT METAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'GLASS BROKEN']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_20220708_B60X2QM-1-2.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'ESD', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'LIGHT METAL']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220512_B4VF7JC-1-1.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'M1-ABNORMAL', 'CF DEFECT', 'CF PS DEFORMATION', 'AS-RESIDUE-E']","['TFT', 'CF']"
M1-ABNORMAL@NP@TFT@Array_20220504_B4V094A-1-2.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'UP', 'OP', 'INT']","['M1-ABNORMAL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'POLYMER']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20221025_BAQ37CC-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'INT', 'UP']","['POLYMER', 'CF DEFECT', 'GLASS CULLET', 'M1-ABNORMAL', 'FIBER']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_20220526_B51J4NS-1-1.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'UP', 'INT', 'OP']","['AS-RESIDUE-E', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR', 'FIBER', 'ITO-RESIDUE-T']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_20220518_B52E24L-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'INT', 'OP', 'NP']","['PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'GLASS BROKEN', 'GLASS CULLET']","['CF', 'TFT']"
FIBER@OP@CF@Cell_20220528_B4NW03K-1-2.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'UP', 'NP', 'INT']","['FIBER', 'CF REPAIR FAIL', 'PV-HOLE-T', 'LIGHT METAL', 'AS-RESIDUE-E']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20220930_5L2B77E5M0NH-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'INT', 'UP']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'PV-HOLE-T']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_20220516_B4U30JN-1-2.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'OP', 'INT', 'UP']","['AS-RESIDUE-E', 'POLYMER', 'CF DEFECT', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_20220517_B52E9VQ-1-1.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'OP', 'UP', 'INT']","['CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'LIGHT METAL', 'PV-HOLE-T']","['CF', 'TFT']"
FIBER@OP@CF@Cell_20220704_B1DU9ZS-1-2.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'NP', 'UP', 'INT']","['FIBER', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'ESD', 'LIGHT METAL']","['CF', 'TFT']"
