ImagePath,Layer_1_True,Layer_1_ans,Layer_2_True,Layer_2_ans,Layer_3_True,Layer_3_ans,sub_class,subtwo_class,super_class
CF PS DEFORMATION@NP@CF@CF_B57R9FC-1-3.jpg,CF,CF,NP,OP,CF PS DEFORMATION,GLASS CULLET,"['OP', 'NP', 'UP', 'INT']","['GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'POLYMER']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_B5A613A-1-3.jpg,TFT,TFT,NP,UP,PV-HOLE-T,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'M1-ABNORMAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'POLYMER']","['TFT', 'CF']"
ITO-RESIDUE-T@NP@TFT@Array_B54H6MB-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'INT', 'OP', 'UP']","['ITO-RESIDUE-T', 'POLYMER', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'CF REPAIR FAIL']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_B5CF2DB-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'UP', 'INT', 'OP']","['CF DEFECT', 'CF REPAIR FAIL', 'LIGHT METAL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E']","['CF', 'TFT']"
CF PS DEFORMATION@NP@CF@CF_B31N8JA-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF REPAIR FAIL,"['NP', 'OP', 'INT', 'UP']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'GLASS CULLET', 'FIBER', 'CF DEFECT']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_B61Y7QT-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'UP', 'INT', 'OP']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'POLYMER', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['CF', 'TFT']"
ESD@INT@TFT@Cell_B38N6WB-1-2.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'OP', 'NP', 'UP']","['ESD', 'M1-ABNORMAL', 'FIBER', 'CF PS DEFORMATION', 'GLASS BROKEN']","['TFT', 'CF']"
ESD@INT@TFT@Cell_B25X4MN-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'NP', 'UP', 'OP']","['ESD', 'PV-HOLE-T', 'GLASS BROKEN', 'CF PS DEFORMATION', 'POLYMER']","['TFT', 'CF']"
FIBER@OP@CF@Cell_B4S59QD-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'UP', 'NP']","['FIBER', 'PV-HOLE-T', 'GLASS BROKEN', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION']","['CF', 'TFT']"
CF PS DEFORMATION@NP@CF@CF_B5DD64T-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'INT', 'UP', 'OP']","['CF PS DEFORMATION', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'LIGHT METAL']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_B4VW1YC-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'UP', 'INT', 'OP']","['CF DEFECT', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR', 'LIGHT METAL']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_B54B2BR-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'ESD', 'LIGHT METAL', 'PI SPOT-WITH PAR', 'CF DEFECT']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_B5DQ4US-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'M1-ABNORMAL', 'GLASS BROKEN']","['TFT', 'CF']"
POLYMER@OP@TFT@Cell_B59124M-1-3.jpg,TFT,TFT,OP,UP,POLYMER,PI SPOT-WITH PAR,"['UP', 'OP', 'NP', 'INT']","['PI SPOT-WITH PAR', 'POLYMER', 'ITO-RESIDUE-T', 'CF DEFECT', 'CF PS DEFORMATION']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_B58P24D-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'INT', 'UP']","['POLYMER', 'CF DEFECT', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR', 'M1-ABNORMAL']","['CF', 'TFT']"
FIBER@OP@CF@Cell_B56Z1SC-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'UP', 'NP']","['FIBER', 'PV-HOLE-T', 'GLASS BROKEN', 'PI SPOT-WITH PAR', 'ESD']","['CF', 'TFT']"
POLYMER@OP@TFT@Cell_B57D7SJ-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'UP', 'INT', 'NP']","['POLYMER', 'CF PS DEFORMATION', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']","['TFT', 'CF']"
POLYMER@OP@TFT@Cell_B5DD9JA-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'UP', 'NP']","['POLYMER', 'FIBER', 'CF PS DEFORMATION', 'GLASS BROKEN', 'AS-RESIDUE-E']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_B5B00TD-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'INT', 'OP', 'UP']","['CF REPAIR FAIL', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'FIBER', 'GLASS BROKEN']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_H5B86HJ-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'CF DEFECT', 'POLYMER', 'ESD']","['TFT', 'CF']"
GLASS CULLET@OP@CF@Cell_B54T6JC-1-3.jpg,CF,CF,OP,OP,GLASS CULLET,POLYMER,"['OP', 'UP', 'INT', 'NP']","['POLYMER', 'GLASS CULLET', 'AS-RESIDUE-E', 'ESD', 'ITO-RESIDUE-T']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_B4VL8PF-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'INT', 'UP']","['POLYMER', 'CF DEFECT', 'M1-ABNORMAL', 'CF PS DEFORMATION', 'PV-HOLE-T']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_B4VE4QA-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'OP', 'INT', 'UP']","['CF DEFECT', 'CF REPAIR FAIL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@CF@Cell_B4UZ44T-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'CF DEFECT', 'LIGHT METAL', 'CF PS DEFORMATION', 'CF REPAIR FAIL']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_B4TY1CB-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'NP', 'INT']","['FIBER', 'POLYMER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'PV-HOLE-T']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_B5DS4Z1-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'ESD', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'LIGHT METAL']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_B4K244U-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'FIBER', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'CF DEFECT']","['TFT', 'CF']"
POLYMER@OP@TFT@Cell_CG3B51K4H0MD-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'UP', 'INT', 'NP']","['POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'LIGHT METAL', 'AS-RESIDUE-E']","['TFT', 'CF']"
POLYMER@OP@TFT@Cell_B4U61AB-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'UP', 'NP', 'INT']","['POLYMER', 'PI SPOT-WITH PAR', 'CF DEFECT', 'CF PS DEFORMATION', 'FIBER']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_BASZ6LD-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'NP', 'OP', 'INT']","['FIBER', 'ITO-RESIDUE-T', 'CF REPAIR FAIL', 'GLASS BROKEN', 'AS-RESIDUE-E']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_B4TW6SD-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'UP', 'INT', 'OP']","['CF DEFECT', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'ESD', 'LIGHT METAL']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_B61V7XR-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'INT', 'UP']","['CF REPAIR FAIL', 'PV-HOLE-T', 'M1-ABNORMAL', 'CF PS DEFORMATION', 'ITO-RESIDUE-T']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_B62X9UB-2-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
ITO-RESIDUE-T@NP@TFT@Array_B5AN1DE-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'OP', 'INT', 'UP']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'POLYMER', 'CF PS DEFORMATION']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_B4WZ62E-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'OP', 'UP', 'INT']","['CF PS DEFORMATION', 'CF DEFECT', 'FIBER', 'GLASS CULLET', 'ITO-RESIDUE-T']","['CF', 'TFT']"
GLASS CULLET@OP@CF@Cell_B4S594C-1-3.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'NP', 'INT', 'UP']","['GLASS CULLET', 'CF DEFECT', 'CF REPAIR FAIL', 'ESD', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_B61F8LB-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'INT', 'UP']","['POLYMER', 'CF DEFECT', 'FIBER', 'M1-ABNORMAL', 'ESD']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_B5CV41A-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,ITO-RESIDUE-T,"['NP', 'UP', 'INT', 'OP']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_B39A8DF-1-4.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'ESD', 'PI SPOT-WITH PAR', 'POLYMER', 'CF PS DEFORMATION']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_B4WV5FT-2-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF DEFECT,"['NP', 'OP', 'UP', 'INT']","['CF DEFECT', 'CF PS DEFORMATION', 'POLYMER', 'ESD', 'AS-RESIDUE-E']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_B5BJ8UC-1-4.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'OP', 'UP', 'INT']","['AS-RESIDUE-E', 'M1-ABNORMAL', 'POLYMER', 'PV-HOLE-T', 'GLASS BROKEN']","['TFT', 'CF']"
ESD@INT@TFT@Cell_B27Q5N1-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'NP', 'OP', 'UP']","['ESD', 'GLASS BROKEN', 'GLASS CULLET', 'CF REPAIR FAIL', 'AS-RESIDUE-E']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_B4VK9BC-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'UP', 'INT', 'OP']","['CF DEFECT', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'CF REPAIR FAIL', 'ESD']","['CF', 'TFT']"
LIGHT METAL@UP@CF@Cell_B2106BT-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'INT', 'NP', 'OP']","['LIGHT METAL', 'POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'PV-HOLE-T']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_B5BK1FN-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'INT', 'OP']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'POLYMER', 'CF DEFECT', 'CF PS DEFORMATION']","['TFT', 'CF']"
ESD@INT@TFT@Cell_B5CW9NB-1-4.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'NP', 'OP', 'UP']","['ESD', 'M1-ABNORMAL', 'FIBER', 'GLASS CULLET', 'CF REPAIR FAIL']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_B4VV2QA-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'OP', 'UP', 'INT']","['PV-HOLE-T', 'POLYMER', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_B4VV8BB-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'OP', 'UP', 'INT']","['CF PS DEFORMATION', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'LIGHT METAL']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_B59271B-1-3.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'OP', 'UP', 'INT']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_B5870GF-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'ESD', 'LIGHT METAL', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_B5DF22R-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,POLYMER,"['UP', 'OP', 'NP', 'INT']","['POLYMER', 'PI SPOT-WITH PAR', 'LIGHT METAL', 'FIBER', 'ESD']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_G73B2805F0BC-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'ESD', 'PI SPOT-WITH PAR', 'CF DEFECT', 'AS-RESIDUE-E']","['TFT', 'CF']"
POLYMER@OP@TFT@Cell_B4VV5MC-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'CF PS DEFORMATION', 'CF REPAIR FAIL', 'ITO-RESIDUE-T']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_B50J7RT-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'ESD', 'CF DEFECT', 'ITO-RESIDUE-T', 'LIGHT METAL']","['TFT', 'CF']"
GLASS CULLET@OP@CF@Cell_B5636UH-1-3.jpg,CF,CF,OP,OP,GLASS CULLET,POLYMER,"['OP', 'NP', 'UP', 'INT']","['POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR', 'M1-ABNORMAL']","['CF', 'TFT']"
FIBER@OP@CF@Cell_B5CF1TN-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'UP', 'NP']","['FIBER', 'PV-HOLE-T', 'ESD', 'GLASS BROKEN', 'LIGHT METAL']","['CF', 'TFT']"
LIGHT METAL@UP@CF@Cell_B33Z1LL-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'OP', 'NP', 'INT']","['LIGHT METAL', 'POLYMER', 'CF DEFECT', 'GLASS CULLET', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
ESD@INT@TFT@Cell_B33W8ME-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'UP', 'NP', 'OP']","['ESD', 'PV-HOLE-T', 'CF PS DEFORMATION', 'POLYMER', 'ITO-RESIDUE-T']","['TFT', 'CF']"
AS-RESIDUE-E@NP@TFT@Array_B5AZ5WL-1-5.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'INT', 'UP', 'OP']","['AS-RESIDUE-E', 'M1-ABNORMAL', 'PV-HOLE-T', 'GLASS BROKEN', 'CF DEFECT']","['TFT', 'CF']"
M1-ABNORMAL@NP@TFT@Array_B5AY4JT-1-3.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'OP', 'INT', 'UP']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'CF PS DEFORMATION', 'AS-RESIDUE-E']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_B57U0NT-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'INT', 'OP', 'UP']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'POLYMER', 'GLASS BROKEN', 'LIGHT METAL']","['TFT', 'CF']"
FIBER@OP@CF@Cell_B5632QJ-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'NP', 'UP']","['FIBER', 'PV-HOLE-T', 'CF DEFECT', 'LIGHT METAL', 'GLASS BROKEN']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_B4VL4HD-1-3.jpg,TFT,TFT,NP,UP,PV-HOLE-T,FIBER,"['UP', 'NP', 'INT', 'OP']","['FIBER', 'PI SPOT-WITH PAR', 'POLYMER', 'CF DEFECT', 'PV-HOLE-T']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_B61F7BJ-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'ESD', 'FIBER', 'CF DEFECT', 'POLYMER']","['TFT', 'CF']"
ITO-RESIDUE-T@NP@TFT@Array_B38M9GC-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'OP', 'INT', 'UP']","['ITO-RESIDUE-T', 'POLYMER', 'AS-RESIDUE-E', 'PV-HOLE-T', 'CF PS DEFORMATION']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_B5578QP-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'CF DEFECT', 'GLASS BROKEN', 'CF PS DEFORMATION', 'LIGHT METAL']","['CF', 'TFT']"
FIBER@OP@CF@Cell_813B5286C0EE-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'UP', 'NP']","['FIBER', 'PV-HOLE-T', 'CF DEFECT', 'ESD', 'GLASS BROKEN']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_H5E52FC-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'PV-HOLE-T', 'FIBER']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_B62W14J-1-5.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'FIBER', 'ESD', 'PV-HOLE-T', 'GLASS CULLET']","['CF', 'TFT']"
GLASS CULLET@OP@CF@Cell_B5CF1UT-1-3.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'UP', 'INT', 'NP']","['GLASS CULLET', 'POLYMER', 'LIGHT METAL', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_B5AZ8DA-2-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'INT', 'UP', 'OP']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'M1-ABNORMAL', 'ESD', 'PV-HOLE-T']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_B5C89YB-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'ESD', 'CF PS DEFORMATION']","['CF', 'TFT']"
CF PS DEFORMATION@NP@CF@CF_B4VL6AA-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'UP', 'OP', 'INT']","['CF PS DEFORMATION', 'FIBER', 'CF DEFECT', 'GLASS CULLET', 'LIGHT METAL']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_B58C02C-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'UP', 'INT', 'OP']","['CF DEFECT', 'PI SPOT-WITH PAR', 'LIGHT METAL', 'CF REPAIR FAIL', 'ITO-RESIDUE-T']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_BAVC81H-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'NP', 'INT']","['FIBER', 'POLYMER', 'ITO-RESIDUE-T', 'GLASS BROKEN', 'PV-HOLE-T']","['TFT', 'CF']"
POLYMER@OP@TFT@Cell_B55P0BD-2-3.jpg,TFT,TFT,OP,UP,POLYMER,PI SPOT-WITH PAR,"['UP', 'OP', 'NP', 'INT']","['PI SPOT-WITH PAR', 'POLYMER', 'M1-ABNORMAL', 'PV-HOLE-T', 'CF DEFECT']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_B52E2VG-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'INT', 'OP']","['PI SPOT-WITH PAR', 'M1-ABNORMAL', 'LIGHT METAL', 'PV-HOLE-T', 'GLASS CULLET']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_B4RQ02L-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'ESD', 'LIGHT METAL', 'CF PS DEFORMATION', 'CF DEFECT']","['TFT', 'CF']"
AS-RESIDUE-E@NP@TFT@Array_B5867PQ-1-1.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'OP', 'UP', 'INT']","['AS-RESIDUE-E', 'GLASS CULLET', 'LIGHT METAL', 'CF DEFECT', 'ESD']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_B50Y62M-1-4.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'OP', 'NP', 'UP']","['GLASS BROKEN', 'ESD', 'FIBER', 'CF PS DEFORMATION', 'PV-HOLE-T']","['TFT', 'CF']"
ITO-RESIDUE-T@NP@TFT@Array_B4S79HE-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'OP', 'INT', 'UP']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'FIBER', 'M1-ABNORMAL']","['TFT', 'CF']"
GLASS CULLET@OP@CF@Cell_B4RR0TL-1-3.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'UP', 'NP', 'INT']","['GLASS CULLET', 'POLYMER', 'CF DEFECT', 'FIBER', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_B54J2KF-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'ESD', 'LIGHT METAL', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_B4T91GP-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'ESD', 'CF DEFECT', 'FIBER', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
AS-RESIDUE-E@NP@TFT@Array_B5DP2SB-1-4.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'UP', 'INT', 'OP']","['AS-RESIDUE-E', 'FIBER', 'PV-HOLE-T', 'M1-ABNORMAL', 'ITO-RESIDUE-T']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_B4VE21B-2-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'UP', 'OP', 'INT']","['CF PS DEFORMATION', 'FIBER', 'GLASS CULLET', 'ITO-RESIDUE-T', 'CF DEFECT']","['CF', 'TFT']"
ITO-RESIDUE-T@NP@TFT@Array_B55Q5DH-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'INT', 'UP', 'OP']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
